date,speaker,url,party,state,topic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3183-4,R,NC,opioid epidemic
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3185-1,R,NC,Veterans benefits
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3185-1,R,NC,Veterans benefits
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3185-1,R,NC,Veterans benefits
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3185-1,R,NC,Veterans benefits
2015-05-20,TILLIS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3185-1,R,NC,Veterans benefits
2015-05-20,ROUNDS,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3188-1,R,SD,cyber security
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-1,R,AK,FAA and aircraft systems
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-20,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/20/senate-section/article/S3190-2,R,AK,firearms
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,TILLIS,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3202-2,R,NC,education
2015-05-21,CARPER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3213-1,D,DE,unknown
2015-05-21,AYOTTE,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3216-1,R,NH,unknown
2015-05-21,MURPHY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3217-1,D,CT,unknown
2015-05-21,FLAKE,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3219-2,R,AZ,unknown
2015-05-21,BARRASSO,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3220-1,R,WY,unknown
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,SULLIVAN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3225-2,R,AK,cyber security
2015-05-21,McCONNELL,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3231-1,R,KY,unknown
2015-05-21,REID,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3231-2,D,NV,unknown
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3232-1,I,ME,unknown
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3232-1,I,ME,unknown
2015-05-21,WARREN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3232-2,D,MA,education
2015-05-21,WARREN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3232-2,D,MA,education
2015-05-21,CARDIN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3233-1,D,MD,unknown
2015-05-21,BALDWIN,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3233-2,D,WI,unknown
2015-05-21,CASSIDY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3234-1,R,LA,education
2015-05-21,MURRAY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3234-2,D,WA,unknown
2015-05-21,SCOTT,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3234-3,R,SC,unknown
2015-05-21,SHELBY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3234-4,R,AL,unknown
2015-05-21,VITTER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3235-1,R,LA,unknown
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,JOHNSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-2,R,WI,military defense
2015-05-21,CORKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3236-3,R,TN,Veterans benefits
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,ERNST,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3237-1,R,IA,opioid epidemic
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3238-1,D,NJ,education
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3238-1,D,NJ,education
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3238-1,D,NJ,education
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3238-1,D,NJ,education
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3238-1,D,NJ,education
2015-05-21,NELSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3240-1,D,FL,education
2015-05-21,NELSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3240-1,D,FL,education
2015-05-21,NELSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3240-1,D,FL,education
2015-05-21,NELSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3240-1,D,FL,education
2015-05-21,NELSON,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3240-1,D,FL,education
2015-05-21,SCHATZ,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3244-1,D,HI,unknown
2015-05-21,BOOKER,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3245-1,D,NJ,education
2015-05-21,HIRONO,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3246-1,D,HI,unknown
2015-05-21,INHOFE,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3247-1,R,OK,education
2015-05-21,MENENDEZ,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3247-2,D,NJ,unknown
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3251-5,I,ME,officer appointment
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3251-5,I,ME,officer appointment
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3251-5,I,ME,officer appointment
2015-05-21,KING,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3251-5,I,ME,officer appointment
2015-05-21,MURPHY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3252-1,D,CT,unknown
2015-05-21,MURPHY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3252-1,D,CT,unknown
2015-05-21,MURPHY,http://www.congress.gov/congressional-record/2015/05/21/senate-section/article/S3252-1,D,CT,unknown
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3253-5,D,RI,Veterans benefits
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3253-5,D,RI,Veterans benefits
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3256-2,R,CO,unknown
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3274-2,R,MT,education
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3289-1,R,CO,Veterans benefits
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3289-1,R,CO,Veterans benefits
2015-05-22,GARDNER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3289-1,R,CO,Veterans benefits
2015-05-22,HATCH,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3299-1,R,UT,unknown
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3300-1,D,RI,Veterans benefits
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3300-1,D,RI,Veterans benefits
2015-05-22,McCONNELL,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3301-1,R,KY,unknown
2015-05-22,McCONNELL,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3301-2,R,KY,unknown
2015-05-22,DURBIN,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3301-3,D,IL,unknown
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3302-1,D,RI,Veterans benefits
2015-05-22,REED,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3302-1,D,RI,Veterans benefits
2015-05-22,BROWN,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3304-1,D,OH,Veterans benefits
2015-05-22,BROWN,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3304-1,D,OH,Veterans benefits
2015-05-22,BROWN,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3304-1,D,OH,Veterans benefits
2015-05-22,SCHATZ,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3305-1,D,HI,unknown
2015-05-22,ALEXANDER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3305-2,R,TN,unknown
2015-05-22,AYOTTE,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3308-1,R,NH,unknown
2015-05-22,GRAHAM,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3308-2,R,SC,unknown
2015-05-22,McCASKILL,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3308-3,D,MO,unknown
2015-05-22,MENENDEZ,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-1,D,NJ,unknown
2015-05-22,CORKER,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-5,R,TN,Veterans benefits
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,MARKEY,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3309-6,D,MA,opioid epidemic
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-1,R,MT,firearms
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-1,R,MT,firearms
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-1,R,MT,firearms
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-1,R,MT,firearms
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-2,R,MT,opioid epidemic
2015-05-22,DAINES,http://www.congress.gov/congressional-record/2015/05/22/senate-section/article/S3311-2,R,MT,opioid epidemic
