date,speaker,topic,state,party,dummycount
2015-04-23,FISCHER,World Economy,NE,Republican,1
2015-04-23,FISCHER,World Economy,NE,Republican,1
2015-04-23,HEITKAMP,Nominations,ND,Democrat,1
2015-04-23,HEITKAMP,Nominations,ND,Democrat,1
2015-04-23,ROUNDS,Nominations,SD,Republican,1
2015-04-23,ROUNDS,Nominations,SD,Republican,1
2015-04-23,ROUNDS,Nominations,SD,Republican,1
2015-04-23,ROUNDS,Nominations,SD,Republican,1
2015-04-23,MENENDEZ,Healthcare,NJ,Democrat,1
2015-04-23,CARDIN,Healthcare,MD,Democrat,1
2015-04-23,CARDIN,Healthcare,MD,Democrat,1
2015-04-23,KLOBUCHAR,Healthcare,MN,Democrat,1
2015-04-23,ALEXANDER,Nuclear Agreements,TN,Republican,1
2015-04-23,HELLER,Programs and Agencies,NV,Republican,1
2015-04-23,HELLER,Military,NV,Republican,1
2015-04-23,MIKULSKI,Nominations,MD,Democrat,1
2015-04-23,MURKOWSKI,Programs and Agencies,AK,Republican,1
2015-04-23,BOOKER,Energy,NJ,Democrat,1
2015-04-23,KIRK,Nuclear Agreements,IL,Republican,1
2015-04-23,RUBIO,Healthcare,FL,Republican,1
2015-04-23,GRASSLEY,Education,IA,Republican,1
2015-04-23,THUNE,Amendments,SD,Republican,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,KAINE,Nuclear Agreements,VA,Democrat,1
2015-04-27,PERDUE,Healthcare,GA,Republican,1
2015-04-27,PERDUE,Healthcare,GA,Republican,1
2015-04-27,PERDUE,Healthcare,GA,Republican,1
2015-04-27,PERDUE,Healthcare,GA,Republican,1
2015-04-27,BOOZMAN,Education,AR,Republican,1
2015-04-28,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-04-28,REID,Nuclear Agreements,NV,Democrat,1
2015-04-28,REID,Economy,NV,Democrat,1
2015-04-28,GARDNER,Nuclear Agreements,CO,Republican,1
2015-04-28,REID,Military,NV,Democrat,1
2015-04-28,LEAHY,Amendments,VT,Democrat,1
2015-04-28,GRASSLEY,Programs and Agencies,IA,Republican,1
2015-04-28,KLOBUCHAR,Nominations,MN,Democrat,1
2015-04-28,KLOBUCHAR,Healthcare,MN,Democrat,1
2015-04-28,TOOMEY,Nominations,PA,Republican,1
2015-04-28,PORTMAN,Nuclear Agreements,OH,Republican,1
2015-04-28,WYDEN,Energy,OR,Democrat,1
2015-04-28,WYDEN,Healthcare,OR,Democrat,1
2015-04-28,CASEY,Nuclear Agreements,not found,Independent,1
2015-04-28,CASEY,Nuclear Agreements,not found,Independent,1
2015-04-28,CORKER,Nuclear Agreements,TN,Republican,1
2015-04-29,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-04-29,REID,Nominations,NV,Democrat,1
2015-04-29,REID,Healthcare,NV,Democrat,1
2015-04-29,AYOTTE,Education,NH,Republican,1
2015-04-29,AYOTTE,Education,NH,Republican,1
2015-04-29,BOXER,Military,CA,Democrat,1
2015-04-29,SHAHEEN,Nominations,NH,Democrat,1
2015-04-29,CARDIN,Education,MD,Democrat,1
2015-04-29,CRAPO,Education,ID,Republican,1
2015-04-29,LEE,Education,UT,Republican,1
2015-04-29,MURRAY,Nuclear Agreements,WA,Democrat,1
2015-04-29,SCHUMER,Education,NY,Democrat,1
2015-04-29,AYOTTE,Amendments,NH,Republican,1
2015-04-29,WYDEN,Amendments,OR,Democrat,1
2015-04-29,AYOTTE,Nuclear Agreements,NH,Republican,1
2015-04-29,AYOTTE,Nuclear Agreements,NH,Republican,1
2015-04-29,BROWN,Healthcare,OH,Democrat,1
2015-04-30,TILLIS,Energy,NC,Republican,1
2015-04-30,TILLIS,Energy,NC,Republican,1
2015-04-30,REID,Healthcare,NV,Democrat,1
2015-04-30,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-04-30,McCONNELL,Healthcare,KY,Republican,1
2015-04-30,HATCH,Education,UT,Republican,1
2015-04-30,REID,Economy,NV,Democrat,1
2015-04-30,DURBIN,Education,IL,Democrat,1
2015-04-30,MURRAY,Amendments,WA,Democrat,1
2015-04-30,CARDIN,Nuclear Agreements,MD,Democrat,1
2015-04-30,CARDIN,Nuclear Agreements,MD,Democrat,1
2015-04-30,BARRASSO,Programs and Agencies,WY,Republican,1
2015-04-30,PORTMAN,Energy,OH,Republican,1
2015-04-30,HELLER,Programs and Agencies,NV,Republican,1
2015-04-30,HELLER,Military,NV,Republican,1
2015-04-30,VITTER,Energy,LA,Republican,1
2015-04-30,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-04-30,BENNET,Nuclear Agreements,CO,Democrat,1
2015-04-30,KLOBUCHAR,Education,MN,Democrat,1
2015-04-30,HEITKAMP,Amendments,ND,Democrat,1
2015-04-30,REED,Education,RI,Democrat,1
2015-04-30,HEITKAMP,Amendments,ND,Democrat,1
2015-04-30,CARDIN,Military,MD,Democrat,1
2015-04-30,MENENDEZ,Nuclear Agreements,NJ,Democrat,1
2015-04-30,WICKER,Healthcare,MS,Republican,1
2015-04-30,RISCH,Nuclear Agreements,ID,Republican,1
2015-05-04,DURBIN,Healthcare,IL,Democrat,1
2015-05-04,BOOKER,Healthcare,NJ,Democrat,1
2015-05-04,FEINSTEIN,Nuclear Agreements,CA,Democrat,1
2015-05-04,FEINSTEIN,Amendments,CA,Democrat,1
2015-05-04,FEINSTEIN,Energy,CA,Democrat,1
2015-05-04,FEINSTEIN,Energy,CA,Democrat,1
2015-05-05,McCONNELL,Economy,KY,Republican,1
2015-05-05,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-05,REID,Healthcare,NV,Democrat,1
2015-05-05,REID,Economy,NV,Democrat,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,SANDERS,Healthcare,VT,Independent,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,DAINES,Energy,MT,Republican,1
2015-05-05,GRASSLEY,Programs and Agencies,IA,Republican,1
2015-05-05,CASEY,Healthcare,not found,Independent,1
2015-05-05,LEAHY,Programs and Agencies,VT,Democrat,1
2015-05-05,MIKULSKI,Programs and Agencies,MD,Democrat,1
2015-05-05,MENENDEZ,Nominations,NJ,Democrat,1
2015-05-05,BURR,Energy,NC,Republican,1
2015-05-05,BARRASSO,Education,WY,Republican,1
2015-05-05,DONNELLY,Education,IN,Democrat,1
2015-05-05,WYDEN,Healthcare,OR,Democrat,1
2015-05-05,ERNST,Military,IA,Republican,1
2015-05-05,RUBIO,Nuclear Agreements,FL,Republican,1
2015-05-05,GRASSLEY,Education,IA,Republican,1
2015-05-06,REID,Nominations,NV,Democrat,1
2015-05-06,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-06,ERNST,Nuclear Agreements,IA,Republican,1
2015-05-06,CARDIN,Amendments,MD,Democrat,1
2015-05-06,CARDIN,Amendments,MD,Democrat,1
2015-05-06,SULLIVAN,Amendments,AK,Republican,1
2015-05-06,REID,Healthcare,NV,Democrat,1
2015-05-06,LEAHY,Education,VT,Democrat,1
2015-05-06,CARPER,Healthcare,DE,Democrat,1
2015-05-06,CARDIN,Military,MD,Democrat,1
2015-05-06,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-05-06,DAINES,Education,MT,Republican,1
2015-05-06,DAINES,Education,MT,Republican,1
2015-05-06,HEITKAMP,Education,ND,Democrat,1
2015-05-06,SANDERS,Economy,VT,Independent,1
2015-05-06,JOHNSON,Energy,WI,Republican,1
2015-05-06,CAPITO,Energy,WV,Republican,1
2015-05-06,KLOBUCHAR,Nuclear Agreements,MN,Democrat,1
2015-05-06,KLOBUCHAR,World Economy,MN,Democrat,1
2015-05-06,VITTER,Economy,LA,Republican,1
2015-05-06,REID,Nuclear Agreements,NV,Democrat,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-06,AYOTTE,Amendments,NH,Republican,1
2015-05-07,SCOTT,Education,SC,Republican,1
2015-05-07,SCOTT,Education,SC,Republican,1
2015-05-07,SCOTT,Education,SC,Republican,1
2015-05-07,REID,Education,NV,Democrat,1
2015-05-07,TILLIS,Nuclear Agreements,NC,Republican,1
2015-05-07,HELLER,Amendments,NV,Republican,1
2015-05-07,HELLER,Economy,NV,Republican,1
2015-05-07,VITTER,Education,LA,Republican,1
2015-05-07,MARKEY,Energy,MA,Democrat,1
2015-05-07,MARKEY,Energy,MA,Democrat,1
2015-05-07,MARKEY,Energy,MA,Democrat,1
2015-05-07,CASSIDY,Amendments,LA,Republican,1
2015-05-07,COLLINS,Education,ME,Republican,1
2015-05-07,RISCH,Amendments,ID,Republican,1
2015-05-07,GARDNER,Amendments,CO,Republican,1
2015-05-07,GARDNER,Amendments,CO,Republican,1
2015-05-07,GARDNER,Amendments,CO,Republican,1
2015-05-07,COTTON,Nominations,AR,Republican,1
2015-05-07,COTTON,Nominations,AR,Republican,1
2015-05-07,CARPER,Economy,DE,Democrat,1
2015-05-07,CARPER,Economy,DE,Democrat,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-07,GARDNER,Nominations,CO,Republican,1
2015-05-11,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-11,REID,Economy,NV,Democrat,1
2015-05-11,HEITKAMP,Nominations,ND,Democrat,1
2015-05-11,HEITKAMP,Nominations,ND,Democrat,1
2015-05-11,BLUMENTHAL,Energy,CT,Democrat,1
2015-05-11,BLUMENTHAL,Energy,CT,Democrat,1
2015-05-11,COATS,Programs and Agencies,IN,Republican,1
2015-05-11,COATS,Programs and Agencies,IN,Republican,1
2015-05-11,CARPER,Amendments,DE,Democrat,1
2015-05-11,ALEXANDER,Education,TN,Republican,1
2015-05-11,BARRASSO,Programs and Agencies,WY,Republican,1
2015-05-11,CARDIN,Amendments,MD,Democrat,1
2015-05-11,SCHATZ,Economy,HI,Democrat,1
2015-05-11,ROUNDS,Military,SD,Republican,1
2015-05-11,MARKEY,Amendments,MA,Democrat,1
2015-05-11,GRASSLEY,Amendments,IA,Republican,1
2015-05-11,BROWN,World Economy,OH,Democrat,1
2015-05-12,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-12,REID,Economy,NV,Democrat,1
2015-05-12,BOXER,World Economy,CA,Democrat,1
2015-05-12,BOXER,Healthcare,CA,Democrat,1
2015-05-12,DAINES,Energy,MT,Republican,1
2015-05-12,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-05-12,THUNE,Nuclear Agreements,SD,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,GARDNER,World Economy,CO,Republican,1
2015-05-12,STABENOW,Nuclear Agreements,MI,Democrat,1
2015-05-12,CASEY,Education,not found,Independent,1
2015-05-12,VITTER,Military,LA,Republican,1
2015-05-12,MERKLEY,Healthcare,OR,Democrat,1
2015-05-12,HATCH,Amendments,UT,Republican,1
2015-05-13,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-13,REID,Nuclear Agreements,NV,Democrat,1
2015-05-13,REID,World Economy,NV,Democrat,1
2015-05-13,REID,Economy,NV,Democrat,1
2015-05-13,GARDNER,Nuclear Agreements,CO,Republican,1
2015-05-13,MURPHY,Healthcare,CT,Democrat,1
2015-05-13,MURPHY,Healthcare,CT,Democrat,1
2015-05-13,BLUNT,Programs and Agencies,MO,Republican,1
2015-05-13,BLUNT,Nuclear Agreements,MO,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,COTTON,Nuclear Agreements,AR,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,LANKFORD,Economy,OK,Republican,1
2015-05-13,MIKULSKI,Healthcare,MD,Democrat,1
2015-05-13,TESTER,Programs and Agencies,MT,Democrat,1
2015-05-13,HELLER,Nominations,NV,Republican,1
2015-05-13,HELLER,Nominations,NV,Republican,1
2015-05-13,BOOKER,Energy,NJ,Democrat,1
2015-05-13,CRAPO,Energy,ID,Republican,1
2015-05-13,KAINE,Energy,VA,Democrat,1
2015-05-13,COTTON,Economy,AR,Republican,1
2015-05-13,COTTON,Economy,AR,Republican,1
2015-05-13,COTTON,Economy,AR,Republican,1
2015-05-13,COTTON,Economy,AR,Republican,1
2015-05-13,COTTON,Economy,AR,Republican,1
2015-05-14,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-14,McCONNELL,Healthcare,KY,Republican,1
2015-05-14,REID,Programs and Agencies,NV,Democrat,1
2015-05-14,REID,Healthcare,NV,Democrat,1
2015-05-14,REID,Healthcare,NV,Democrat,1
2015-05-14,TESTER,Programs and Agencies,MT,Democrat,1
2015-05-14,TESTER,Programs and Agencies,MT,Democrat,1
2015-05-14,GARDNER,Nuclear Agreements,CO,Republican,1
2015-05-14,SANDERS,Nuclear Agreements,VT,Independent,1
2015-05-14,SANDERS,Nuclear Agreements,VT,Independent,1
2015-05-14,SANDERS,Nuclear Agreements,VT,Independent,1
2015-05-14,SANDERS,Nuclear Agreements,VT,Independent,1
2015-05-14,SANDERS,Nuclear Agreements,VT,Independent,1
2015-05-14,McCONNELL,Programs and Agencies,KY,Republican,1
2015-05-14,LEAHY,Healthcare,VT,Democrat,1
2015-05-14,LEAHY,Nominations,VT,Democrat,1
2015-05-14,LEAHY,Programs and Agencies,VT,Democrat,1
2015-05-14,BLUNT,Programs and Agencies,MO,Republican,1
2015-05-14,BLUNT,Programs and Agencies,MO,Republican,1
2015-05-14,SESSIONS,Military,AL,Republican,1
2015-05-14,DAINES,Programs and Agencies,MT,Republican,1
2015-05-14,MURKOWSKI,Amendments,AK,Republican,1
2015-05-14,VITTER,Programs and Agencies,LA,Republican,1
2015-05-14,TILLIS,Economy,NC,Republican,1
2015-05-14,TILLIS,Economy,NC,Republican,1
2015-05-14,TILLIS,Economy,NC,Republican,1
2015-05-14,TILLIS,Economy,NC,Republican,1
2015-05-14,WYDEN,Amendments,OR,Democrat,1
2015-05-14,LANKFORD,Amendments,OK,Republican,1
2015-05-14,LANKFORD,Amendments,OK,Republican,1
2015-05-14,LANKFORD,Amendments,OK,Republican,1
2015-05-14,PETERS,Economy,MI,Democrat,1
2015-05-18,REID,Nominations,NV,Democrat,1
2015-05-18,REID,Economy,NV,Democrat,1
2015-05-18,HATCH,Nuclear Agreements,UT,Republican,1
2015-05-18,CANTWELL,Programs and Agencies,WA,Democrat,1
2015-05-18,COCHRAN,Programs and Agencies,MS,Republican,1
2015-05-18,KING,Education,ME,Independent,1
2015-05-18,SHAHEEN,Amendments,NH,Democrat,1
2015-05-18,TESTER,Healthcare,MT,Democrat,1
2015-05-18,DAINES,Economy,MT,Republican,1
2015-05-18,DAINES,Economy,MT,Republican,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PETERS,Amendments,MI,Democrat,1
2015-05-18,PORTMAN,World Economy,OH,Republican,1
2015-05-19,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-05-19,REID,Nominations,NV,Democrat,1
2015-05-19,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-05-19,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-05-19,ISAKSON,Healthcare,GA,Republican,1
2015-05-19,ISAKSON,Healthcare,GA,Republican,1
2015-05-19,ISAKSON,Healthcare,GA,Republican,1
2015-05-19,ISAKSON,Healthcare,GA,Republican,1
2015-05-19,CORNYN,Nuclear Agreements,TX,Republican,1
2015-05-19,CORNYN,Nuclear Agreements,TX,Republican,1
2015-05-19,COLLINS,Economy,ME,Republican,1
2015-05-19,COLLINS,Economy,ME,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,AYOTTE,Programs and Agencies,NH,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,COTTON,Programs and Agencies,AR,Republican,1
2015-05-19,BALDWIN,Military,WI,Democrat,1
2015-05-19,DONNELLY,Military,IN,Democrat,1
2015-05-19,PETERS,Education,MI,Democrat,1
2015-05-19,TESTER,Military,MT,Democrat,1
2015-05-19,GARDNER,Nuclear Agreements,CO,Republican,1
2015-05-19,HOEVEN,Healthcare,ND,Republican,1
2015-05-19,DAINES,Amendments,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-19,DAINES,Education,MT,Republican,1
2015-05-20,McCONNELL,World Economy,KY,Republican,1
2015-05-20,TILLIS,Energy,NC,Republican,1
2015-05-20,LEAHY,Healthcare,VT,Democrat,1
2015-05-20,LEAHY,Programs and Agencies,VT,Democrat,1
2015-05-20,DURBIN,Military,IL,Democrat,1
2015-05-20,BURR,Military,NC,Republican,1
2015-05-20,BOOZMAN,Military,AR,Republican,1
2015-05-20,CAPITO,Military,WV,Republican,1
2015-05-20,PORTMAN,Military,OH,Republican,1
2015-05-20,DONNELLY,Energy,IN,Democrat,1
2015-05-20,AYOTTE,Amendments,NH,Republican,1
2015-05-20,BLUNT,Education,MO,Republican,1
2015-05-20,CARDIN,Programs and Agencies,MD,Democrat,1
2015-05-20,CARDIN,Programs and Agencies,MD,Democrat,1
2015-05-20,CARPER,Education,DE,Democrat,1
2015-05-20,DAINES,Energy,MT,Republican,1
2015-05-20,HELLER,Amendments,NV,Republican,1
2015-05-20,HELLER,Programs and Agencies,NV,Republican,1
2015-05-20,HELLER,Programs and Agencies,NV,Republican,1
2015-05-20,ISAKSON,Programs and Agencies,GA,Republican,1
2015-05-20,MURKOWSKI,Amendments,AK,Republican,1
2015-05-20,THUNE,Programs and Agencies,SD,Republican,1
2015-05-20,VITTER,Energy,LA,Republican,1
2015-05-20,VITTER,Economy,LA,Republican,1
2015-05-20,VITTER,Economy,LA,Republican,1
2015-05-20,VITTER,Military,LA,Republican,1
2015-05-20,TILLIS,Amendments,NC,Republican,1
2015-05-20,TILLIS,Amendments,NC,Republican,1
2015-05-20,TILLIS,Amendments,NC,Republican,1
2015-05-20,ROUNDS,Programs and Agencies,SD,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,TILLIS,Energy,NC,Republican,1
2015-05-21,CARPER,Education,DE,Democrat,1
2015-05-21,AYOTTE,Energy,NH,Republican,1
2015-05-21,MURPHY,Healthcare,CT,Democrat,1
2015-05-21,FLAKE,Programs and Agencies,AZ,Republican,1
2015-05-21,McCONNELL,Nominations,KY,Republican,1
2015-05-21,REID,Education,NV,Democrat,1
2015-05-21,CARDIN,Healthcare,MD,Democrat,1
2015-05-21,BALDWIN,Military,WI,Democrat,1
2015-05-21,CASSIDY,Healthcare,LA,Republican,1
2015-05-21,MURRAY,Healthcare,WA,Democrat,1
2015-05-21,SCOTT,Education,SC,Republican,1
2015-05-21,SHELBY,Education,AL,Republican,1
2015-05-21,VITTER,Programs and Agencies,LA,Republican,1
2015-05-21,JOHNSON,Amendments,WI,Republican,1
2015-05-21,ERNST,Amendments,IA,Republican,1
2015-05-21,ERNST,Amendments,IA,Republican,1
2015-05-21,ERNST,Amendments,IA,Republican,1
2015-05-21,SCHATZ,Military,HI,Democrat,1
2015-05-21,BOOKER,Healthcare,NJ,Democrat,1
2015-05-21,HIRONO,Nuclear Agreements,HI,Democrat,1
2015-05-21,INHOFE,Amendments,OK,Republican,1
2015-05-21,MENENDEZ,Military,NJ,Democrat,1
2015-05-21,PERDUE,Nominations,GA,Republican,1
2015-05-21,KING,Energy,ME,Independent,1
