date,speaker,topic,state,party,dummycount
2015-01-06,McCONNELL,Economy,KY,Republican,1
2015-01-06,DURBIN,Nominations,IL,Democrat,1
2015-01-06,HATCH,Healthcare,UT,Republican,1
2015-01-06,MURPHY,Amendments,CT,Democrat,1
2015-01-06,MURPHY,Amendments,CT,Democrat,1
2015-01-06,MURPHY,Amendments,CT,Democrat,1
2015-01-06,MURPHY,Amendments,CT,Democrat,1
2015-01-06,MURPHY,Amendments,CT,Democrat,1
2015-01-06,McCONNELL,Amendments,KY,Republican,1
2015-01-06,UDALL,Programs and Agencies,NM,Democrat,1
2015-01-06,MERKLEY,Nominations,OR,Democrat,1
2015-01-06,MERKLEY,Nominations,OR,Democrat,1
2015-01-07,McCONNELL,Healthcare,KY,Republican,1
2015-01-07,DURBIN,Nominations,IL,Democrat,1
2015-01-07,DURBIN,Healthcare,IL,Democrat,1
2015-01-07,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-01-07,DURBIN,Nominations,IL,Democrat,1
2015-01-07,DURBIN,Nominations,IL,Democrat,1
2015-01-07,DURBIN,Nominations,IL,Democrat,1
2015-01-07,SANDERS,Healthcare,VT,Independent,1
2015-01-07,SANDERS,Healthcare,VT,Independent,1
2015-01-07,CORNYN,Energy,TX,Republican,1
2015-01-07,WHITEHOUSE,Energy,RI,Democrat,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,DAINES,Energy,MT,Republican,1
2015-01-07,BROWN,Healthcare,OH,Democrat,1
2015-01-07,BROWN,Economy,OH,Democrat,1
2015-01-07,BROWN,Economy,OH,Democrat,1
2015-01-07,CASEY,Healthcare,not found,Independent,1
2015-01-07,CASEY,Healthcare,not found,Independent,1
2015-01-07,CASEY,Healthcare,not found,Independent,1
2015-01-07,SCOTT,Nominations,SC,Republican,1
2015-01-07,GILLIBRAND,Nominations,NY,Democrat,1
2015-01-07,KING,Education,ME,Independent,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,BOOKER,Education,NJ,Democrat,1
2015-01-07,DURBIN,Economy,IL,Democrat,1
2015-01-07,VITTER,Energy,LA,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,FISCHER,Healthcare,NE,Republican,1
2015-01-08,LEAHY,Programs and Agencies,VT,Democrat,1
2015-01-08,COCHRAN,Military,MS,Republican,1
2015-01-08,BLUMENTHAL,Nominations,CT,Democrat,1
2015-01-08,COCHRAN,Education,MS,Republican,1
2015-01-08,HELLER,Economy,NV,Republican,1
2015-01-08,CARDIN,Education,MD,Democrat,1
2015-01-08,WARREN,Economy,MA,Democrat,1
2015-01-08,ERNST,Amendments,IA,Republican,1
2015-01-08,ERNST,Amendments,IA,Republican,1
2015-01-08,ERNST,Amendments,IA,Republican,1
2015-01-08,ERNST,Amendments,IA,Republican,1
2015-01-09,VITTER,Programs and Agencies,LA,Republican,1
2015-01-09,SHAHEEN,Healthcare,NH,Democrat,1
2015-01-12,McCONNELL,Energy,KY,Republican,1
2015-01-12,DURBIN,Healthcare,IL,Democrat,1
2015-01-12,DURBIN,Education,IL,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,KAINE,Energy,VA,Democrat,1
2015-01-12,McCASKILL,Nominations,MO,Democrat,1
2015-01-12,COONS,Programs and Agencies,DE,Democrat,1
2015-01-12,WARNER,Healthcare,VA,Democrat,1
2015-01-12,PORTMAN,Energy,OH,Republican,1
2015-01-12,PORTMAN,Energy,OH,Republican,1
2015-01-12,BOXER,Energy,CA,Democrat,1
2015-01-13,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-01-13,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-01-13,DURBIN,Energy,IL,Democrat,1
2015-01-13,DURBIN,Education,IL,Democrat,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,TOOMEY,Programs and Agencies,PA,Republican,1
2015-01-13,GRASSLEY,Amendments,IA,Republican,1
2015-01-13,LEAHY,Amendments,VT,Democrat,1
2015-01-13,CARPER,Programs and Agencies,DE,Democrat,1
2015-01-13,AYOTTE,Military,NH,Republican,1
2015-01-13,HELLER,Amendments,NV,Republican,1
2015-01-13,HELLER,Programs and Agencies,NV,Republican,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,MARKEY,Amendments,MA,Democrat,1
2015-01-13,SULLIVAN,World Economy,AK,Republican,1
2015-01-16,LEAHY,Nuclear Agreements,VT,Democrat,1
2015-01-16,FEINSTEIN,Energy,CA,Democrat,1
2015-01-16,SANDERS,Energy,VT,Independent,1
2015-01-16,VITTER,Economy,LA,Republican,1
2015-01-16,McCONNELL,Amendments,KY,Republican,1
2015-01-16,GARDNER,Amendments,CO,Republican,1
2015-01-16,GARDNER,Amendments,CO,Republican,1
2015-01-16,GARDNER,Amendments,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-16,GARDNER,Energy,CO,Republican,1
2015-01-20,DURBIN,Healthcare,IL,Democrat,1
2015-01-20,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-01-20,DURBIN,Military,IL,Democrat,1
2015-01-20,McCASKILL,Programs and Agencies,MO,Democrat,1
2015-01-20,McCASKILL,Programs and Agencies,MO,Democrat,1
2015-01-20,THUNE,Energy,SD,Republican,1
2015-01-20,BOOZMAN,Nuclear Agreements,AR,Republican,1
2015-01-20,BOOZMAN,Nuclear Agreements,AR,Republican,1
2015-01-20,REID,Programs and Agencies,NV,Democrat,1
2015-01-20,THUNE,Programs and Agencies,SD,Republican,1
2015-01-20,CRAPO,Nominations,ID,Republican,1
2015-01-20,BOXER,Programs and Agencies,CA,Democrat,1
2015-01-20,SANDERS,Healthcare,VT,Independent,1
2015-01-20,WYDEN,Education,OR,Democrat,1
2015-01-20,THUNE,Programs and Agencies,SD,Republican,1
2015-01-20,MURPHY,Nuclear Agreements,CT,Democrat,1
2015-01-20,MURPHY,Nuclear Agreements,CT,Democrat,1
2015-01-20,SCOTT,Education,SC,Republican,1
2015-01-20,SULLIVAN,Amendments,AK,Republican,1
2015-01-21,McCONNELL,Healthcare,KY,Republican,1
2015-01-21,DURBIN,Energy,IL,Democrat,1
2015-01-21,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-01-21,BLUNT,Energy,MO,Republican,1
2015-01-21,BLUNT,Energy,MO,Republican,1
2015-01-21,KLOBUCHAR,Energy,MN,Democrat,1
2015-01-21,LEE,Energy,UT,Republican,1
2015-01-21,LEE,Energy,UT,Republican,1
2015-01-21,LEE,Energy,UT,Republican,1
2015-01-21,INHOFE,Programs and Agencies,OK,Republican,1
2015-01-21,ISAKSON,Programs and Agencies,GA,Republican,1
2015-01-21,SANDERS,Education,VT,Independent,1
2015-01-21,INHOFE,Programs and Agencies,OK,Republican,1
2015-01-21,ISAKSON,Programs and Agencies,GA,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,LANKFORD,Energy,OK,Republican,1
2015-01-21,WHITEHOUSE,Energy,RI,Democrat,1
2015-01-22,McCONNELL,Nominations,KY,Republican,1
2015-01-22,DURBIN,Energy,IL,Democrat,1
2015-01-22,DURBIN,Education,IL,Democrat,1
2015-01-22,DURBIN,Education,IL,Democrat,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,McCONNELL,Programs and Agencies,KY,Republican,1
2015-01-22,REID,Nominations,NV,Democrat,1
2015-01-22,DURBIN,Amendments,IL,Democrat,1
2015-01-22,HATCH,Programs and Agencies,UT,Republican,1
2015-01-22,GRASSLEY,Programs and Agencies,IA,Republican,1
2015-01-22,JOHNSON,Programs and Agencies,WI,Republican,1
2015-01-22,BARRASSO,Education,WY,Republican,1
2015-01-22,ALEXANDER,Education,TN,Republican,1
2015-01-22,MURKOWSKI,Military,AK,Republican,1
2015-01-22,MURKOWSKI,Amendments,AK,Republican,1
2015-01-22,VITTER,Economy,LA,Republican,1
2015-01-22,WHITEHOUSE,Healthcare,RI,Democrat,1
2015-01-22,BOOKER,Amendments,NJ,Democrat,1
2015-01-22,BOOKER,Amendments,NJ,Democrat,1
2015-01-22,JOHNSON,Economy,WI,Republican,1
2015-01-22,JOHNSON,Programs and Agencies,WI,Republican,1
2015-01-22,HATCH,Programs and Agencies,UT,Republican,1
2015-01-22,GRASSLEY,Programs and Agencies,IA,Republican,1
2015-01-22,BOXER,Healthcare,CA,Democrat,1
2015-01-22,McCONNELL,Amendments,KY,Republican,1
2015-01-22,TILLIS,Amendments,NC,Republican,1
2015-01-22,TILLIS,Amendments,NC,Republican,1
2015-01-22,TILLIS,Amendments,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-22,TILLIS,Energy,NC,Republican,1
2015-01-26,DURBIN,Energy,IL,Democrat,1
2015-01-26,DURBIN,Energy,IL,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,PETERS,Energy,MI,Democrat,1
2015-01-26,DURBIN,Nominations,IL,Democrat,1
2015-01-26,LEAHY,Military,VT,Democrat,1
2015-01-26,LEAHY,Education,VT,Democrat,1
2015-01-26,FEINSTEIN,Programs and Agencies,CA,Democrat,1
2015-01-26,ALEXANDER,Healthcare,TN,Republican,1
2015-01-26,ISAKSON,Nuclear Agreements,GA,Republican,1
2015-01-26,KAINE,Education,VA,Democrat,1
2015-01-26,KAINE,Education,VA,Democrat,1
2015-01-26,CASSIDY,Military,LA,Republican,1
2015-01-26,MANCHIN,Programs and Agencies,WV,Democrat,1
2015-01-26,MURKOWSKI,Programs and Agencies,AK,Republican,1
2015-01-26,FEINSTEIN,Nuclear Agreements,CA,Democrat,1
2015-01-26,HOEVEN,Energy,ND,Republican,1
2015-01-26,COONS,Energy,DE,Democrat,1
2015-01-26,COONS,Energy,DE,Democrat,1
2015-01-27,DURBIN,Energy,IL,Democrat,1
2015-01-27,VITTER,Energy,LA,Republican,1
2015-01-27,BOOZMAN,Nominations,AR,Republican,1
2015-01-27,HELLER,Programs and Agencies,NV,Republican,1
2015-01-28,DURBIN,Amendments,IL,Democrat,1
2015-01-28,KING,Healthcare,ME,Independent,1
2015-01-28,BLUMENTHAL,Amendments,CT,Democrat,1
2015-01-28,BLUMENTHAL,Amendments,CT,Democrat,1
2015-01-28,BLUMENTHAL,Amendments,CT,Democrat,1
2015-01-28,DAINES,Programs and Agencies,MT,Republican,1
2015-01-28,DAINES,Programs and Agencies,MT,Republican,1
2015-01-28,DAINES,Programs and Agencies,MT,Republican,1
2015-01-28,DAINES,Programs and Agencies,MT,Republican,1
2015-01-28,McCONNELL,Programs and Agencies,KY,Republican,1
2015-01-28,ROBERTS,Programs and Agencies,KS,Republican,1
2015-01-28,KING,Economy,ME,Independent,1
2015-01-28,KING,Economy,ME,Independent,1
2015-01-28,KING,Economy,ME,Independent,1
2015-01-28,COLLINS,Programs and Agencies,ME,Republican,1
2015-01-28,VITTER,Programs and Agencies,LA,Republican,1
2015-01-28,BARRASSO,Programs and Agencies,WY,Republican,1
2015-01-28,SESSIONS,Military,AL,Republican,1
2015-01-28,ALEXANDER,Education,TN,Republican,1
2015-01-28,LANKFORD,Amendments,OK,Republican,1
2015-01-28,PORTMAN,Economy,OH,Republican,1
2015-01-28,PORTMAN,Economy,OH,Republican,1
2015-01-28,PORTMAN,Amendments,OH,Republican,1
2015-01-28,ALEXANDER,Programs and Agencies,TN,Republican,1
2015-01-28,VITTER,Programs and Agencies,LA,Republican,1
2015-01-28,COLLINS,Programs and Agencies,ME,Republican,1
2015-01-28,CORKER,Programs and Agencies,TN,Republican,1
2015-01-28,ROBERTS,Programs and Agencies,KS,Republican,1
2015-01-28,BARRASSO,Programs and Agencies,WY,Republican,1
2015-01-28,BROWN,Amendments,OH,Democrat,1
2015-01-28,VITTER,Education,LA,Republican,1
2015-01-28,CARDIN,World Economy,MD,Democrat,1
2015-01-28,HEITKAMP,Energy,ND,Democrat,1
2015-01-29,McCONNELL,Energy,KY,Republican,1
2015-01-29,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-01-29,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-01-29,CARPER,Energy,DE,Democrat,1
2015-01-29,CARDIN,Amendments,MD,Democrat,1
2015-01-29,CARDIN,Amendments,MD,Democrat,1
2015-01-29,CARDIN,Healthcare,MD,Democrat,1
2015-01-29,CARDIN,Healthcare,MD,Democrat,1
2015-01-29,BOOZMAN,Military,AR,Republican,1
2015-01-29,THUNE,Healthcare,SD,Republican,1
2015-01-29,THUNE,Healthcare,SD,Republican,1
2015-01-29,UDALL,Energy,NM,Democrat,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,PERDUE,Energy,GA,Republican,1
2015-01-29,SANDERS,Healthcare,VT,Independent,1
2015-01-29,HATCH,Military,UT,Republican,1
2015-01-29,COCHRAN,Amendments,MS,Republican,1
2015-01-29,ISAKSON,Economy,GA,Republican,1
2015-01-29,BOXER,Amendments,CA,Democrat,1
2015-01-29,BOOZMAN,Education,AR,Republican,1
2015-01-29,McCAIN,Programs and Agencies,AZ,Republican,1
2015-01-29,BLUNT,Programs and Agencies,MO,Republican,1
2015-01-29,BURR,Programs and Agencies,NC,Republican,1
2015-01-29,BALDWIN,Healthcare,WI,Democrat,1
2015-01-29,ENZI,Programs and Agencies,WY,Republican,1
2015-01-29,ISAKSON,World Economy,GA,Republican,1
2015-01-29,BROWN,Programs and Agencies,OH,Democrat,1
2015-01-29,BROWN,Programs and Agencies,OH,Democrat,1
2015-01-29,BROWN,Healthcare,OH,Democrat,1
2015-01-30,ALEXANDER,Healthcare,TN,Republican,1
2015-01-30,AYOTTE,Nominations,NH,Republican,1
2015-01-30,AYOTTE,Nominations,NH,Republican,1
2015-01-30,VITTER,Energy,LA,Republican,1
2015-02-02,McCONNELL,Healthcare,KY,Republican,1
2015-02-02,REID,Amendments,NV,Democrat,1
2015-02-02,DURBIN,Nuclear Agreements,IL,Democrat,1
2015-02-02,SULLIVAN,Military,AK,Republican,1
2015-02-02,REID,Programs and Agencies,NV,Democrat,1
2015-02-02,CORKER,Programs and Agencies,TN,Republican,1
2015-02-02,SCOTT,Education,SC,Republican,1
2015-02-02,SCOTT,Education,SC,Republican,1
2015-02-02,MARKEY,Nuclear Agreements,MA,Democrat,1
2015-02-02,HEITKAMP,Economy,ND,Democrat,1
2015-02-02,SESSIONS,Amendments,AL,Republican,1
2015-02-03,REID,Amendments,NV,Democrat,1
2015-02-03,REID,Amendments,NV,Democrat,1
2015-02-03,BOOKER,Energy,NJ,Democrat,1
2015-02-03,BOOKER,Energy,NJ,Democrat,1
2015-02-03,BOOKER,Energy,NJ,Democrat,1
2015-02-03,BOOKER,Energy,NJ,Democrat,1
2015-02-03,VITTER,Nuclear Agreements,LA,Republican,1
2015-02-03,VITTER,Nuclear Agreements,LA,Republican,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BLUMENTHAL,Healthcare,CT,Democrat,1
2015-02-03,BALDWIN,Energy,WI,Democrat,1
2015-02-03,BALDWIN,Energy,WI,Democrat,1
2015-02-03,BROWN,Healthcare,OH,Democrat,1
2015-02-03,BROWN,Healthcare,OH,Democrat,1
2015-02-03,McCONNELL,Military,KY,Republican,1
2015-02-03,McCONNELL,Healthcare,KY,Republican,1
2015-02-03,BURR,Healthcare,NC,Republican,1
2015-02-03,BURR,Healthcare,NC,Republican,1
2015-02-03,LEAHY,Healthcare,VT,Democrat,1
2015-02-03,MANCHIN,Education,WV,Democrat,1
2015-02-03,WARREN,Amendments,MA,Democrat,1
2015-02-03,MURRAY,Education,WA,Democrat,1
2015-02-04,DURBIN,Healthcare,IL,Democrat,1
2015-02-04,DURBIN,Healthcare,IL,Democrat,1
2015-02-04,DURBIN,Healthcare,IL,Democrat,1
2015-02-04,DURBIN,Healthcare,IL,Democrat,1
2015-02-04,CANTWELL,Healthcare,WA,Democrat,1
2015-02-04,BLUNT,Programs and Agencies,MO,Republican,1
2015-02-04,BLUNT,Programs and Agencies,MO,Republican,1
2015-02-04,BLUNT,Programs and Agencies,MO,Republican,1
2015-02-04,BLUNT,Programs and Agencies,MO,Republican,1
2015-02-04,WARNER,Nuclear Agreements,VA,Democrat,1
2015-02-04,WARNER,Energy,VA,Democrat,1
2015-02-04,WARNER,Energy,VA,Democrat,1
2015-02-04,WARNER,Energy,VA,Democrat,1
2015-02-04,McCONNELL,Nuclear Agreements,KY,Republican,1
2015-02-04,LEAHY,Healthcare,VT,Democrat,1
2015-02-04,LEAHY,Nuclear Agreements,VT,Democrat,1
2015-02-04,ALEXANDER,Education,TN,Republican,1
2015-02-04,ALEXANDER,Education,TN,Republican,1
2015-02-04,AYOTTE,Education,NH,Republican,1
2015-02-04,BOOZMAN,Military,AR,Republican,1
2015-02-04,HELLER,Military,NV,Republican,1
2015-02-04,CASSIDY,Economy,LA,Republican,1
2015-02-04,BLUMENTHAL,Amendments,CT,Democrat,1
2015-02-04,LEE,Nuclear Agreements,UT,Republican,1
2015-02-04,LEE,Nuclear Agreements,UT,Republican,1
2015-02-04,JOHNSON,Military,WI,Republican,1
2015-02-04,COLLINS,Programs and Agencies,ME,Republican,1
2015-02-04,STABENOW,Nuclear Agreements,MI,Democrat,1
2015-02-04,STABENOW,Nuclear Agreements,MI,Democrat,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,LEE,Nuclear Agreements,UT,Republican,1
2015-02-05,HIRONO,Amendments,HI,Democrat,1
2015-02-05,LEE,Amendments,UT,Republican,1
2015-02-05,LEE,Amendments,UT,Republican,1
2015-02-05,LEE,Amendments,UT,Republican,1
2015-02-05,LEE,Amendments,UT,Republican,1
2015-02-05,CORNYN,Nuclear Agreements,TX,Republican,1
2015-02-05,CORNYN,Nuclear Agreements,TX,Republican,1
2015-02-05,MURPHY,Healthcare,CT,Democrat,1
2015-02-05,MURPHY,Healthcare,CT,Democrat,1
2015-02-05,KING,Healthcare,ME,Independent,1
2015-02-05,KING,Education,ME,Independent,1
2015-02-05,KING,Education,ME,Independent,1
2015-02-05,HATCH,Energy,UT,Republican,1
